,geometry,demand
462,POINT (106.70245798849996 10.739342233777009),6.185236687358681
463,POINT (106.70160244757362 10.74322448604097),7.710313213078221
464,POINT (106.69715463041771 10.741261196417874),4.703737036902734
465,POINT (106.70126055619276 10.746948790386798),8.832615549408242
466,POINT (106.70036483400655 10.736950208456504),3.4669019797519667
467,POINT (106.69961944384117 10.735519912270242),8.869337363278522
468,POINT (106.6823070973374 10.76033542357533),5.859201604396345
469,POINT (106.69189435154962 10.75917602959523),2.235633924475411
470,POINT (106.68595713638159 10.758956644692793),1.6610032553885166
471,POINT (106.67867333707733 10.763791386957754),9.78506853503738
472,POINT (106.68708779416782 10.755449782984936),4.521461111490756
473,POINT (106.68905794878438 10.775546527264682),2.1086255477477236
474,POINT (106.6857318641553 10.76697419642857),2.316065321684544
475,POINT (106.69101420550325 10.752636270797696),1.6376457806298694
476,POINT (106.68695292417138 10.759369134667343),5.785747469126751
477,POINT (106.68522613278036 10.76355651124151),5.375537635543252
478,POINT (106.69219226159186 10.761966797980262),5.168424244648239
479,POINT (106.68451195856763 10.765530057850247),3.777810602795659
480,POINT (106.68104239821817 10.769013752825849),8.511118103818234
481,POINT (106.69065864751734 10.762079494507242),8.220978036695815
482,POINT (106.68879316484487 10.762772714233394),2.4832224275313526
483,POINT (106.68929878094131 10.7708877369893),6.914022539350313
484,POINT (106.69242120866575 10.761925926292049),1.8018588727628717
485,POINT (106.67898308223833 10.755921233955338),5.405455255678504
486,POINT (106.68827835492917 10.765706466605343),2.351382769356965
487,POINT (106.68121169330323 10.76049374931776),3.5606195509386915
488,POINT (106.68643672009301 10.756528701029422),9.385741495622833
489,POINT (106.69028084345418 10.751629998470518),3.404778213434564
490,POINT (106.68655851034607 10.76010590096076),7.5021714672963355
491,POINT (106.68801234784092 10.760282148461606),8.705763483226036
492,POINT (106.80044965655735 10.857315330971877),7.336149187169328
493,POINT (106.79338763074996 10.856393037836215),8.845244699619009
494,POINT (106.80052161614175 10.85144776531262),7.20821148072843
495,POINT (106.80458330253946 10.855795796280772),8.073217172413726
496,POINT (106.79500270830502 10.853564998525009),6.115128887791562
497,POINT (106.79984398997587 10.84977369173066),2.190932390075154
498,POINT (106.79502904100701 10.850688179860054),1.7739106588778304
499,POINT (106.80425140733284 10.857527736486803),8.393199419002805
500,POINT (106.79937526070624 10.84982861528726),7.258007827885856
501,POINT (106.80101736664787 10.842299473546962),9.695782057189174
502,POINT (106.80628287741723 10.849178057606338),2.9669618325000258
503,POINT (106.79707332830812 10.859282053399179),9.747720866768931
504,POINT (106.79633975747946 10.845141910657068),7.744504252477664
505,POINT (106.80130418936926 10.851687119437559),3.1454304056185483
506,POINT (106.7952830106456 10.855110839296628),3.953177881431397
507,POINT (106.79540335853632 10.842246003615596),4.095248025708863
508,POINT (106.80505173597979 10.852681450170403),4.819434013928877
509,POINT (106.80144476649983 10.857234196130568),5.140327507522603
510,POINT (106.70652456887707 10.77673919638375),8.451357491623833
511,POINT (106.70252546119275 10.793593398406854),5.824123023321129
512,POINT (106.70054613046747 10.784186999954999),6.669896425951866
513,POINT (106.70586032948121 10.781029846227533),3.848822047574682
514,POINT (106.70710192775385 10.788308191755904),8.830193236865082
515,POINT (106.69522585639115 10.781576881275619),4.655532285544163
516,POINT (106.70238015072641 10.786929468530003),9.44539104105786
517,POINT (106.70253319216052 10.781299605457217),7.055106175498617
518,POINT (106.70525498568149 10.791723515544609),3.9054240674277487
519,POINT (106.69950881536658 10.7933341116997),1.5171162661456896
520,POINT (106.70411020571277 10.782780883733066),9.55758907385325
521,POINT (106.69110175502593 10.782748493637712),4.937135134833213
522,POINT (106.69889242106974 10.783060700237076),9.50504369251071
523,POINT (106.70003377109116 10.783150497988256),6.838909451142885
524,POINT (106.7073185523427 10.79397058473903),1.2133721492854386
525,POINT (106.70941137751316 10.792127440531972),1.1937092096286408
526,POINT (106.69986916080117 10.793780155273103),4.970861167938374
527,POINT (106.69962988865521 10.787672401376035),7.60396294648193
528,POINT (106.70131520184401 10.79912305153146),7.310484361775584
529,POINT (106.68043508894304 10.769717653456928),5.821492353473674
530,POINT (106.69047229453078 10.768744248453315),5.103881121241877
531,POINT (106.68242590872462 10.758784792149019),3.9301010304425352
532,POINT (106.68460012864107 10.76650185863927),5.2750182290997065
533,POINT (106.68946235579128 10.767609370539297),5.305700659591769
534,POINT (106.69100383310287 10.765019101606914),3.5914471058782396
535,POINT (106.68784197198825 10.766632289000851),5.286152437529303
536,POINT (106.68651312659189 10.773335741116458),1.3128753812999459
537,POINT (106.69130917813416 10.763763432145243),2.3046878263434465
538,POINT (106.68525183488579 10.758788878001155),3.5525969692161503
539,POINT (106.68650608865725 10.762986916690743),8.152245349135383
540,POINT (106.69499029246612 10.7640421783164),1.3890646679901193
541,POINT (106.68493197724631 10.76058169270753),1.2950786089239394
542,POINT (106.69061337462654 10.760694753580403),7.477350217060363
543,POINT (106.6851074484335 10.761008260740777),4.311021159537735
544,POINT (106.67928499977845 10.767542858866028),7.558580615784312
545,POINT (106.68303754766048 10.767164032065443),7.042649119877316
546,POINT (106.68704673332972 10.75146796375619),9.32481515137477
547,POINT (106.68089485276603 10.770292752756719),6.917818381112429
548,POINT (106.69072653106328 10.763600769008196),5.615470964348217
549,POINT (106.66165059156599 10.793372382394486),5.884865965307878
550,POINT (106.66413828214432 10.797004840668396),5.12486272719042
551,POINT (106.67383793177004 10.798986736498408),3.369525611590303
552,POINT (106.65890164130612 10.794653705769404),5.785747946223584
553,POINT (106.66414990919075 10.804784991141013),6.941433774302967
554,POINT (106.6574968971408 10.796608215690938),7.788678428816756
555,POINT (106.65660814185802 10.804837653723997),4.0529505659676985
556,POINT (106.65752687256663 10.802708742726582),6.422054070627356
557,POINT (106.66344304114355 10.799407845010357),9.904654816161093
558,POINT (106.65413404963132 10.799582177163337),3.039805646934307
559,POINT (106.66029544302538 10.803861902067593),9.272715425061525
560,POINT (106.66864066353295 10.798679390986194),5.713593264781146
561,POINT (106.66785284291933 10.802316245409996),4.999234196725441
562,POINT (106.6796378748734 10.803806463679676),5.659356862020611
563,POINT (106.66799934465155 10.806179872770185),4.8193024175184105
564,POINT (106.66118186330917 10.799102863056541),4.848241925706782
565,POINT (106.66355087505224 10.789282761106245),5.353049942903755
566,POINT (106.67179570512941 10.800062803136557),5.79372989357438
567,POINT (106.66568752115367 10.838143626958889),2.6976452528524715
568,POINT (106.67143669448869 10.827472630756656),7.7312537910617625
569,POINT (106.67018881189975 10.829691092304278),2.097480177046413
570,POINT (106.66861502195634 10.837045023987669),2.226518158005814
571,POINT (106.67652494462821 10.829522001444575),2.5083411860896327
572,POINT (106.66210835464685 10.832936291246837),4.612341293629203
573,POINT (106.6684524149032 10.820378732011706),6.086555585454286
574,POINT (106.66396582181743 10.837782128477865),3.9081887278319933
575,POINT (106.66205224495802 10.832221661122542),8.2532434425863
576,POINT (106.65994914306799 10.830282355738737),3.21677186427309
577,POINT (106.66710149258513 10.83013473111116),3.208538931146174
578,POINT (106.67724821507097 10.827064755443295),9.699719348018693
579,POINT (106.66885493357016 10.828104396959784),9.761777552216493
580,POINT (106.66502658283636 10.821646085241207),1.7319279339114946
581,POINT (106.66275582494002 10.828199867000592),3.500969302332113
582,POINT (106.67092415758304 10.833167743802731),8.666816244572138
583,POINT (106.66712605118514 10.827927138383073),4.422500453042173
584,POINT (106.66225724697763 10.748744013037992),4.466740591030634
585,POINT (106.65737989137375 10.75011106902517),1.482297235907917
586,POINT (106.66254479693198 10.752885998739528),7.456083901673214
587,POINT (106.65068199198694 10.74605914855734),6.039975927239931
588,POINT (106.64928415046612 10.757678724014944),7.716815334950997
589,POINT (106.65437593508157 10.756759477962142),5.567212127070173
590,POINT (106.65997866220057 10.753569227065908),7.247807488862654
591,POINT (106.65633282224385 10.748653107476002),5.925623219453288
592,POINT (106.64445439391795 10.758088495541692),4.925879218725032
593,POINT (106.65342347869843 10.751035427328063),4.433830413816734
594,POINT (106.65955956501469 10.760919790390739),2.358654050428068
595,POINT (106.65828563543181 10.757439471817325),3.2141904183339847
596,POINT (106.6552029223136 10.749003978202389),7.966630388396563
597,POINT (106.65256811570056 10.74938564934257),7.250280230974015
598,POINT (106.65986876264179 10.74909583588393),9.865372637765141
599,POINT (106.65825094940325 10.755030887320418),3.240590402645723
600,POINT (106.6611542268597 10.7509282742524),8.224880415496878
601,POINT (106.66254940635557 10.758296684535166),1.132865094208685
602,POINT (106.656499409239 10.751835888493636),6.978827728518024
603,POINT (106.66534039230706 10.739520881215036),4.3335221995034345
604,POINT (106.6524704232486 10.735356286534802),5.741900433646367
605,POINT (106.65296221594559 10.743431352720453),9.410325034335091
606,POINT (106.65727993621248 10.742998668233811),9.703661223788739
607,POINT (106.65749901302262 10.731349858001177),9.526020070000529
608,POINT (106.65354168533673 10.728991573022116),1.6503865034321579
609,POINT (106.66249573190737 10.743161465774849),5.240566423773753
610,POINT (106.66018923294737 10.733575322932168),4.790807819010447
611,POINT (106.64658247420067 10.728969215633605),3.955464113072747
612,POINT (106.6541723821815 10.731466831697267),5.615277334289613
613,POINT (106.64952274304167 10.741672406436647),5.519062412543796
614,POINT (106.65812346441713 10.734689631855126),4.584292188966678
615,POINT (106.66129629395606 10.738825930476612),6.477944495180321
616,POINT (106.65112152189661 10.739469208949597),9.004204674527807
617,POINT (106.64971479122141 10.727664072685217),8.6515826089884
618,POINT (106.6536708788924 10.736015940106013),6.521646650679913
619,POINT (106.65686664089138 10.736834691740876),9.007491565420635
620,POINT (106.65307388157393 10.73718060103356),3.6434732567985226
621,POINT (106.64824726447127 10.73684822022825),3.117100393089938
622,POINT (106.65835301040397 10.735762827295249),9.96241921700605
623,POINT (106.65845336642066 10.73056391269591),7.992555211449083
624,POINT (106.66070795510721 10.73143603001331),9.895561569780348
625,POINT (106.65746992551315 10.73756733804092),5.584901821486074
626,POINT (106.65484083885998 10.739488990691186),9.90771586898113
627,POINT (106.65430870761833 10.743496985164242),2.2562150996580552
628,POINT (106.6545416791416 10.736648103664718),1.7350311992160636
629,POINT (106.65752686542311 10.738089170832977),1.6139715638494154
630,POINT (106.68843222308729 10.752640352945605),5.158026584879154
631,POINT (106.67852304710917 10.742622723445335),9.000265686791455
632,POINT (106.67816025809515 10.757521657137891),4.772260510463983
633,POINT (106.66934164497333 10.752299080609962),4.577838439388979
634,POINT (106.67529815756191 10.753552790271272),4.173299327364694
635,POINT (106.67597054909707 10.748805637014419),5.059867632430099
636,POINT (106.67659209261193 10.748194087585588),1.9151235769202448
637,POINT (106.67719271491515 10.746987966725465),6.495647589848371
638,POINT (106.67176330449706 10.754562859870184),5.283371445117959
639,POINT (106.67904107286535 10.746533918558123),1.6747588124888058
640,POINT (106.68653306847521 10.75002091563802),7.90837646700035
641,POINT (106.67715475292391 10.739301008658906),2.5520536117757215
642,POINT (106.68037802148956 10.751394067161742),6.9784638939559
643,POINT (106.67870507559432 10.7559849080577),9.240294672301538
644,POINT (106.66936457814273 10.74096827954233),9.696396968239641
645,POINT (106.68361391036238 10.750080022036322),5.520609759524491
646,POINT (106.67162889079687 10.751703092229363),3.2626603497692743
647,POINT (106.67347018591167 10.751197328226496),8.716084712593023
648,POINT (106.68362607044455 10.740527777704635),7.097100746068939
649,POINT (106.67191615643463 10.74655570849685),2.593509323569493
650,POINT (106.67298630277936 10.758217207908926),9.918560493808034
651,POINT (106.6787041074204 10.7466360171777),1.7672978056547164
652,POINT (106.6775177791544 10.745290742732841),2.8859804914309444
653,POINT (106.68009208296456 10.745012914351367),1.9266983682537477
654,POINT (106.6792390644864 10.738989159764671),7.999371190068098
655,POINT (106.64593807670106 10.781777971275092),3.0497917734360644
656,POINT (106.63930360564083 10.779296850347336),3.9021881102176486
657,POINT (106.63637209110615 10.778059635472282),4.616146680756598
658,POINT (106.64601873018474 10.788352296571144),3.5654918550501717
659,POINT (106.63812729660832 10.785906936332411),8.805305532661663
660,POINT (106.62970349683185 10.787942924788927),6.248148293893275
661,POINT (106.63999183405993 10.772843848291416),3.9759415726730682
662,POINT (106.64540955365918 10.787328188412515),7.133158535730553
663,POINT (106.64586500160408 10.786014460216789),1.2590654315022376
664,POINT (106.63604409300788 10.777265035898695),7.619283647153369
665,POINT (106.63531027798005 10.783794259361882),4.333485214215925
666,POINT (106.6411096699985 10.781711616030075),8.546916701745188
667,POINT (106.63008190565496 10.784276598145176),3.5017259025359566
668,POINT (106.63301679590656 10.789482751819014),6.687601326239352
669,POINT (106.63617798260384 10.77461973410856),4.576259205649285
670,POINT (106.63745421706741 10.787629730482536),7.146310205568255
671,POINT (106.63962385858231 10.783043607577566),6.112733375299215
672,POINT (106.63143175349373 10.7741294564745),9.546157582360053
673,POINT (106.64453891458895 10.788779517426049),4.738656303321648
674,POINT (106.63451297138829 10.785333650355906),5.347209501449448
675,POINT (106.62783892156989 10.78138443957871),4.9446402277040775
676,POINT (106.64287512081113 10.789207069241764),5.930089334479312
677,POINT (106.63231292748192 10.783876500782466),3.729733985020298
678,POINT (106.64080352707415 10.794712658836197),6.834461348032647
679,POINT (106.60541542854382 10.738192414217451),6.266839907217515
680,POINT (106.61063189926084 10.733503742025157),1.202036699759137
681,POINT (106.612472166413 10.746926243799503),2.142750594243439
682,POINT (106.61107776342539 10.743665030953819),7.347799133773768
683,POINT (106.60310714330268 10.739407546148321),3.972243063795223
684,POINT (106.61066472906298 10.737865501169109),6.406804460376864
685,POINT (106.61537875999487 10.728638151747088),8.521685564688614
686,POINT (106.61143777158367 10.730400357875263),4.941364419521309
687,POINT (106.61151779379192 10.735338489559531),8.476467305455866
688,POINT (106.61896997608761 10.746958046984199),3.2320787657620587
689,POINT (106.62028656776582 10.746322522230459),9.816936996483937
690,POINT (106.62404934915632 10.740480360651368),8.00388694259945
691,POINT (106.62043588705336 10.737065763452986),2.759661650722638
692,POINT (106.62274688496404 10.74456034025616),5.605914348514444
693,POINT (106.61042649568172 10.736026142380256),9.721373928668607
694,POINT (106.61769096127266 10.739190697744018),2.945539555651697
695,POINT (106.61814050392013 10.750336346216034),4.230301519248793
696,POINT (106.62144721201527 10.73532876562925),1.9973547262589513
697,POINT (106.61227628528844 10.732736350856085),5.697901888058562
698,POINT (106.61740143586421 10.733736967326166),4.5421368085975535
699,POINT (106.6181771234207 10.74013316190751),2.521132231486451
700,POINT (106.63323103022634 10.766829907675563),2.563199999952224
701,POINT (106.62766399212572 10.771879459837137),2.451240065861884
702,POINT (106.6278644283781 10.78295567957472),1.8072548337456924
703,POINT (106.62269200740351 10.781904713418331),8.00678995700988
704,POINT (106.6305886966476 10.76983612253147),4.234255823501343
705,POINT (106.62010224602783 10.77428083298957),5.641939347567255
706,POINT (106.62705670279759 10.773622533333398),4.788225978994347
707,POINT (106.63316366704699 10.76981529443883),4.017693484749923
708,POINT (106.63078238455238 10.769588678052125),8.7218741621576
709,POINT (106.62396262439279 10.770066577978353),4.576738936960746
710,POINT (106.6266787749651 10.775896440552318),5.76303608294656
711,POINT (106.63341771248578 10.769882299981905),3.583088252300908
712,POINT (106.62631892357328 10.776527074284054),8.605282665865005
713,POINT (106.6322633539143 10.766719618994864),8.252606140185229
714,POINT (106.69543974081601 10.775006399750776),7.603283378267878
715,POINT (106.69907774324517 10.769637591840025),7.497318942925709
716,POINT (106.69225699372268 10.76470858076671),1.404288155575001
717,POINT (106.69574305864197 10.751962904120768),9.444189844793126
718,POINT (106.70780878607464 10.766855068307345),2.847776888859115
719,POINT (106.70513976129708 10.761831355991871),3.2151397787607996
720,POINT (106.7004838680116 10.764447042685223),1.547577918719718
721,POINT (106.70061080268415 10.769818715847363),1.1393315509811859
722,POINT (106.68791949140827 10.769140813400432),4.10118035931804
723,POINT (106.69549620152861 10.770649614749535),7.687477138396626
724,POINT (106.70174860392176 10.7621075302026),1.56376708882155
725,POINT (106.70405913243935 10.768385490177412),3.521814564169969
726,POINT (106.69785071386988 10.77186381583893),6.929959785479883
727,POINT (106.69025148686336 10.760579153883514),2.8215922110411764
728,POINT (106.70190593244291 10.775999455290338),6.7037053364006125
729,POINT (106.69165013742419 10.76379147841682),4.234444442991572
730,POINT (106.69062159252867 10.76504688067782),7.115382266860762
731,POINT (106.6991410215737 10.769612226622638),5.784814918816759
732,POINT (106.70528532732237 10.764515776009414),9.117833799467977
733,POINT (106.60856440604434 10.705155844014103),4.958481537636523
734,POINT (106.61364687382071 10.706250199966224),5.722749048154011
735,POINT (106.61667765631303 10.701298287282611),1.3474210069230688
736,POINT (106.60753994052475 10.702499765174629),1.6054793387009803
737,POINT (106.60878336844145 10.703958824591792),4.875721753567474
738,POINT (106.60812346483866 10.701252163808062),4.384834543066155
739,POINT (106.60832004100389 10.698374365839907),6.7667566721628685
740,POINT (106.60954214296622 10.700807640192876),1.9835170047097797
741,POINT (106.60957351836315 10.70079221628184),5.356650099287026
742,POINT (106.61539938531736 10.707236431099163),1.6542310418854953
743,POINT (106.60886192097811 10.703559657617193),1.7021995240220997
744,POINT (106.60307102243604 10.715099378922845),4.469737323804684
745,POINT (106.6135766679714 10.698960253170817),1.1667961210680091
746,POINT (106.60820879340152 10.696597421984599),6.467455419997397
747,POINT (106.61100661207203 10.70700619975282),9.967414040325703
748,POINT (106.61452735659451 10.695033624267065),7.357036507792578
749,POINT (106.67288778202304 10.811419475259173),8.095270552413286
750,POINT (106.67094154239281 10.80976124936466),6.882450545114035
751,POINT (106.66959400578844 10.81640865100548),1.6097895340510386
752,POINT (106.66888460166466 10.814954804144884),6.156933205911777
753,POINT (106.66917527555725 10.805344448879085),4.271030767215546
754,POINT (106.65395314114963 10.81932547410092),8.783460313451407
755,POINT (106.66616799770445 10.818332598048418),8.55424680056066
756,POINT (106.67004975321659 10.812176129231421),8.793449685286319
757,POINT (106.65997973770092 10.819307708774089),9.553909543636124
758,POINT (106.66580155926228 10.814371812418912),1.7829011479944037
759,POINT (106.6721193896283 10.80707314594618),3.601941601635084
760,POINT (106.66409093201288 10.816816269515138),1.1946591815039662
761,POINT (106.65844312937196 10.819269871631194),3.3769646430265046
762,POINT (106.65382247026709 10.809610933389246),2.257128018295378
763,POINT (106.67486282370743 10.81313343177788),1.1489933034583197
764,POINT (106.66872631122637 10.815650689810415),5.954673618477593
765,POINT (106.6676779120959 10.815183303380092),7.185236358586665
766,POINT (106.67668007219717 10.821614719925881),9.865024230085194
767,POINT (106.6633917673466 10.820534350559868),9.53353022065287
768,POINT (106.6742505748152 10.792127075269022),1.2191507854138428
769,POINT (106.67128443161076 10.789132201309954),8.841365514094566
770,POINT (106.6656672729404 10.77458199917345),4.5104275556275795
771,POINT (106.66810499393138 10.790876772860374),1.1876301173306774
772,POINT (106.66702028964757 10.781879319455745),8.502489823341337
773,POINT (106.66888483939324 10.782225242868225),8.87317959668773
774,POINT (106.6658681692611 10.783054750713001),4.0553430256166685
775,POINT (106.67614206552403 10.790326760097107),2.8045358177506543
776,POINT (106.66763675806648 10.78264582048074),4.458748147185004
777,POINT (106.67334815034027 10.784324905239874),6.1256063494541095
778,POINT (106.66451408845339 10.782004404923896),5.152472631277672
779,POINT (106.66434380423038 10.785817668587416),2.7521421565750126
780,POINT (106.66783921165649 10.789192285455425),7.501161907067646
781,POINT (106.66070027711142 10.776931298457782),3.421346782717838
782,POINT (106.67677404544828 10.785935451996949),7.1287030764288
783,POINT (106.67362529150189 10.788977800447443),5.355470103799519
784,POINT (106.68307720970625 10.77990685782836),6.856986105794792
785,POINT (106.66346170097151 10.788042368625582),3.356027103611478
786,POINT (106.66765927480903 10.777923305599561),6.980115287411903
787,POINT (106.66461924188071 10.785619412252274),1.7159470837492672
788,POINT (106.6761242739314 10.78813204111032),1.043765646179405
789,POINT (106.66951213257835 10.786835706004181),4.215230211671422
790,POINT (106.68631806183352 10.770464144743645),4.558402494442987
791,POINT (106.69022972243481 10.78204728652345),4.805003608686761
792,POINT (106.67772081327466 10.782515953792581),6.4196667365226485
793,POINT (106.69397174027334 10.787314006234553),6.710630578087882
794,POINT (106.69485528858516 10.78276743507261),5.552866162608931
795,POINT (106.68750618922235 10.771308287837329),4.184477099520217
796,POINT (106.68305489430996 10.78534894181219),4.645968646376737
797,POINT (106.68921277724344 10.781785969132189),6.425331099736587
798,POINT (106.69907440622235 10.784797727267902),9.195162644377803
799,POINT (106.69063778643928 10.775908218465807),9.79061118298252
800,POINT (106.68174223910457 10.767772981051511),2.2296507900491362
801,POINT (106.69283344214224 10.779967530637421),6.5502556139514985
802,POINT (106.68800432922514 10.786570624598756),8.763496784147087
803,POINT (106.69551037172765 10.791468944858742),8.418111599169066
804,POINT (106.68205566509492 10.77414173611132),2.0622751520150273
805,POINT (106.70103572863879 10.786855366862078),9.458722383403472
806,POINT (106.80311941174672 10.864350545499235),6.650262122883261
807,POINT (106.80362378940781 10.85941793432625),6.9748483199651385
808,POINT (106.79984328529662 10.861099699798418),5.517226187846701
809,POINT (106.80234983462215 10.863594075233275),7.319115877424558
810,POINT (106.80109761142731 10.856154606418425),8.541248473276367
811,POINT (106.79858743736692 10.870708954689798),2.5123008718622617
812,POINT (106.80244073544709 10.858530724185378),6.472688668578087
813,POINT (106.8022284425434 10.848396755950137),9.335874801007396
814,POINT (106.80225351305873 10.852222838898989),1.2645624085860032
815,POINT (106.80345768798168 10.861086245808263),9.147060270706223
816,POINT (106.79691437892646 10.863622744672895),7.472643575919049
817,POINT (106.70777920488248 10.76093380924383),8.135075990293176
818,POINT (106.69727104881932 10.755576057194258),5.233380433882926
819,POINT (106.68861951673935 10.767041352040955),9.166558150844185
820,POINT (106.70001073639348 10.75778105189855),6.672799817022382
821,POINT (106.69186958445684 10.763086902695004),2.934637203607386
822,POINT (106.69603369085905 10.75844287682232),7.74634724796916
823,POINT (106.7058610834911 10.750472006079999),2.632857201254918
824,POINT (106.69819661271255 10.763703972640307),2.283523257440356
825,POINT (106.69392624227878 10.75349940532646),1.5153165420375043
826,POINT (106.69908656879063 10.764316820434408),7.261501929615992
827,POINT (106.68339634184125 10.754477146073427),7.120685172373185
828,POINT (106.69917596077146 10.752220951317916),9.445152048542122
829,POINT (106.68287534909504 10.758899419774107),1.2200149584191577
830,POINT (106.69609273766075 10.763234441020785),6.855087980061363
831,POINT (106.6908823964954 10.75987926413991),1.2155004817156823
832,POINT (106.69303094557878 10.760894130415394),2.3560744549279966
833,POINT (106.69763572596192 10.754879197958742),5.679525603620997
834,POINT (106.69568252083651 10.762402459273009),7.719865139340486
835,POINT (106.69934899258853 10.757258815403803),3.3776772095581555
836,POINT (106.68924656409288 10.767312526757047),5.641317223341428
837,POINT (106.69036214481741 10.769891582853043),4.0296211201194465
838,POINT (106.7014128056213 10.765471315757472),5.269246743335284
839,POINT (106.68577932381484 10.765551127634593),2.0331029685762743
840,POINT (106.69633251892726 10.763820734755562),8.265314316044718
841,POINT (106.69832187482407 10.764629685417544),7.442637364265651
842,POINT (106.70534315244679 10.767625734070783),3.1646165315919816
843,POINT (106.7141103969128 10.767495962804935),9.811184529084008
844,POINT (106.69977108009597 10.770379010548877),6.043505818378538
845,POINT (106.69804623378447 10.763053686689181),9.437570671958522
846,POINT (106.70793250027634 10.771288828796251),9.569930175023869
847,POINT (106.70032082064618 10.765794211850682),1.3405014554903387
848,POINT (106.70281063727657 10.748764596847087),3.5409341253782536
849,POINT (106.70083984599462 10.76455079276494),3.955028487192844
850,POINT (106.71067879081481 10.775609015724683),5.377421405048625
851,POINT (106.70793785048106 10.766451172943087),8.80641781790218
852,POINT (106.70028118311492 10.772291357257222),1.8780402353756598
853,POINT (106.70864340118362 10.768424578186574),3.9395751044851437
854,POINT (106.70384441517301 10.771201674168315),9.382058470504516
855,POINT (106.70504329210647 10.761334282245452),6.844015882444414
856,POINT (106.7127584401098 10.764085937825028),6.5560035440504345
857,POINT (106.70899284328348 10.768047421379897),3.304447136378431
858,POINT (106.70711481998514 10.766872721969781),5.4253124403713935
859,POINT (106.70187208142518 10.767905074829077),8.284617775094317
860,POINT (106.70955109008675 10.770411175861195),3.7396446629084066
861,POINT (106.70292345386831 10.772656447546407),7.938883586610852
862,POINT (106.69748833805176 10.766165549846221),9.761768227829348
863,POINT (106.70968044968848 10.76678854877896),5.405528384252137
864,POINT (106.78435536791721 10.859358614795118),7.169553717586948
865,POINT (106.8046877028934 10.879703702272058),9.633374500514957
866,POINT (106.79339347761666 10.85834127708385),1.0258801325867133
867,POINT (106.80153601155598 10.861999143509271),7.653913913791364
868,POINT (106.7907392804146 10.866376071847007),8.69622683746912
869,POINT (106.80881438054989 10.869605799363944),3.773928100848671
870,POINT (106.79671899930398 10.868648643640451),2.043987191369138
871,POINT (106.79209188230931 10.867644957878829),4.85478055128085
872,POINT (106.78745443651663 10.870869638536114),6.984100801601086
873,POINT (106.79241314370299 10.871647298603655),9.872087755853803
874,POINT (106.79310220277439 10.87142066617318),9.76835667122426
875,POINT (106.79566999807132 10.870956889071786),8.346289343510563
876,POINT (106.79216751302867 10.868645526824064),6.374804116927285
877,POINT (106.79299158942398 10.87010094628012),9.064462664476824
878,POINT (106.8034941371745 10.873379029933462),1.339908101245453
879,POINT (106.79156894598037 10.860327021046322),9.080388482896282
880,POINT (106.7955157403146 10.86655760042338),1.384443890602135
881,POINT (106.80522988967815 10.865435426429848),9.961732846011932
882,POINT (106.8051538266879 10.868263349907416),1.3218155670458471
883,POINT (106.94335207651362 10.407275172568358),1.0413250560974028
884,POINT (106.96030576899291 10.421657692511173),4.968882119981542
885,POINT (106.95823897316741 10.40501873596837),6.716611089514883
886,POINT (106.95630500369643 10.412831344974853),8.26135928178747
887,POINT (106.95840160119471 10.400814130436089),6.22985378306664
888,POINT (106.94927119687432 10.415176618792886),3.2457843496925136
889,POINT (106.94481087957843 10.407720815628613),3.1708216214687033
890,POINT (106.9634722576405 10.411401247314782),7.355246602752259
891,POINT (106.95668175149346 10.417986536757802),3.087980890197869
892,POINT (106.95094372145249 10.420980978889947),3.061571499349697
893,POINT (106.95931049278566 10.412904457018989),3.3481518280967464
894,POINT (106.95519312504382 10.414106102988578),8.290840383158352
895,POINT (106.95891841641689 10.406948098430856),3.857509734669687
896,POINT (106.95212292623745 10.406377866614612),3.1832493674508133
897,POINT (106.95019505974118 10.415466444419039),4.387842202471086
898,POINT (106.95906782529589 10.412734632534592),2.4930191774302948
899,POINT (106.95720403844444 10.414540507087786),4.858160895380246
900,POINT (106.9572457296961 10.404288953957645),8.055650480003163
901,POINT (106.95118927389058 10.415344366267544),3.7389093554705286
902,POINT (106.96931923437303 10.403729901796442),6.20036829169844
903,POINT (106.97260383998538 10.409225182863052),1.3919485120450115
904,POINT (106.96262918276761 10.409833161114067),7.830760963830302
905,POINT (106.97099567074282 10.41788114201504),3.9794016657420306
906,POINT (106.96856952097627 10.415959108104186),2.8198777878288777
907,POINT (106.97504168250481 10.424856141506892),9.088025720175278
908,POINT (106.96761122650108 10.40966132976696),1.7399191585113334
909,POINT (106.97809814771777 10.403633861766389),6.263806070118404
910,POINT (106.97333375968383 10.408040023306093),4.4718768472767225
911,POINT (106.97596957771985 10.412563339195732),1.986992607781521
912,POINT (106.9627799442341 10.417459571153653),5.373731247039947
913,POINT (106.96390967320018 10.40589400559326),6.778995854801372
914,POINT (106.96356341770444 10.40140580286081),8.042860967805996
915,POINT (106.96027777724503 10.412224766387036),2.970744644847292
916,POINT (106.9731755859676 10.413935831540275),9.20554904596033
917,POINT (106.97081163798072 10.416202186044114),6.468605660433276
918,POINT (106.96440946320243 10.4087985396733),5.279410806614544
919,POINT (106.97464745507648 10.411768059602043),1.9833467931993523
920,POINT (106.9701864879955 10.416083271136735),2.87815664045092
921,POINT (106.96391251569106 10.417843461359526),7.288022566576929
922,POINT (106.97034430438099 10.407423164710945),9.497307899530433
923,POINT (106.96132129878973 10.410588652357754),4.838418117781643
